strain	log2(PTR)	sampleID	plant	syncom	treatment	generation	line	sample_type	condition
Root1310	0.05091246830448855	g5_c13	col0	mixed	non-native	5	c13	competition	col0_mixed
Root142	0.136311589511602	g5_c13	col0	mixed	non-native	5	c13	competition	col0_mixed
Root265	0.048695659535456265	g5_c13	col0	mixed	non-native	5	c13	competition	col0_mixed
Root29	0.15276724212241585	g5_c13	col0	mixed	non-native	5	c13	competition	col0_mixed
Root418	0.10354941968596966	g5_c13	col0	mixed	non-native	5	c13	competition	col0_mixed
Root480	0.01570786652413402	g5_c13	col0	mixed	non-native	5	c13	competition	col0_mixed
Root61	0.05754509998239759	g5_c13	col0	mixed	non-native	5	c13	competition	col0_mixed
Root685	0.11617961031678571	g5_c13	col0	mixed	non-native	5	c13	competition	col0_mixed
Root68	0.05467550270042122	g5_c13	col0	mixed	non-native	5	c13	competition	col0_mixed
Root695	0.1272065349454503	g5_c13	col0	mixed	non-native	5	c13	competition	col0_mixed
Root77	0.026359004564562638	g5_c13	col0	mixed	non-native	5	c13	competition	col0_mixed
Root83	0.10285186698245331	g5_c13	col0	mixed	non-native	5	c13	competition	col0_mixed
Root935	0.06988687118450115	g5_c13	col0	mixed	non-native	5	c13	competition	col0_mixed
LjNodule218	0.1964516176126501	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
LjRoot17	0.1759756572849777	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
LjRoot222	0.11624242046377983	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
LjRoot262	0.029444457120591332	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
LjRoot33	0.05410396474346233	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
LjRoot44	0.011237329753821707	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
LjRoot46	0.19661128907924744	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
LjRoot52	0.04963921451873658	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
LjRoot59	0.04696430097862324	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
LjRoot72	0.079103296708769	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
LjRoot80	0.08942971558426897	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
LjRoot82	0.09080868984652496	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
Root123D2	0.041907857603807004	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
Root1310	0.05615429914886816	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
Root265	0.023237971050831127	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
Root418	0.025756348081201006	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
Root480	0.06025960102359051	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
Root61	0.049252348355296294	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
Root685	0.0825250955938899	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
Root695	0.0610655634164864	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
Root77	0.02698812007309037	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
Root83	0.05501085540822155	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
Root935	0.054239458744327215	g5_c14	col0	mixed	non-native	5	c14	competition	col0_mixed
LjNodule218	0.13709521790044665	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
LjRoot222	0.08665915297909658	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
LjRoot262	0.0214789881601773	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
LjRoot33	0.027371141243552527	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
LjRoot44	0.08899055889619824	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
LjRoot46	0.11087689468254035	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
LjRoot52	0.08488312326061347	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
LjRoot59	0.03171000265553702	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
LjRoot72	0.0685155514083775	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
LjRoot80	0.029356955625978638	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
LjRoot82	0.09570184693553084	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
Root123D2	0.05927399727740843	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
Root1310	0.04910753809969284	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
Root265	0.04168140464750446	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
Root29	0.07773522143248385	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
Root418	0.050059308752377824	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
Root480	0.0274980627614248	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
Root61	0.048736970844240605	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
Root685	0.10998136087511477	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
Root68	0.11327324369431066	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
Root695	0.09225830613710374	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
Root77	0.07080348519302526	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
Root83	0.051831768332425115	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
Root935	0.06068132092458055	g5_c15	col0	mixed	non-native	5	c15	competition	col0_mixed
LjNodule218	0.045683126101177876	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
LjRoot222	0.13994242873048532	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
LjRoot262	0.025077417163543617	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
LjRoot33	0.024373887295385876	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
LjRoot44	0.09283051372222735	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
LjRoot46	0.044310723354086784	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
LjRoot52	0.08693920852303344	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
LjRoot59	0.04340107002947558	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
LjRoot72	0.2372706678211339	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
LjRoot80	0.06617644135933892	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
LjRoot82	0.04691196352734164	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
Root123D2	0.021723191924660563	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
Root1310	0.09378823985470733	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
Root265	0.08999281726445173	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
Root418	0.06921066966916564	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
Root480	0.03384644987259063	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
Root61	0.06485235504483232	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
Root68	0.16313160034344315	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
Root695	0.0710270801932266	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
Root77	0.16428457296339075	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
Root83	0.15886007851296632	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
Root935	0.07614954890665868	g5_c16	gifu	mixed	non-native	5	c16	competition	gifu_mixed
LjNodule218	0.09141674859111207	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjRoot17	0.13948345321358474	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjRoot1	0.21581380355368893	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjRoot222	0.10009907477409531	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjRoot262	0.037124296069486376	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjRoot33	0.04397195687336908	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjRoot44	0.02924959613933313	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjRoot46	0.12025151595842908	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjRoot52	0.11815359965618426	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjRoot59	0.004704288836605102	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjRoot60	0.063758106883238	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjRoot72	0.08436674031755093	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjRoot80	0.024868884971487492	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjRoot82	0.0624168560693811	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root123D2	0.07466197456215697	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root1310	0.07970511403688973	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root142	0.12523785134120521	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root265	0.051405449467832	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root29	0.050638313866679184	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root418	0.028935543940488178	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root480	0.021420108658270407	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root61	0.044849987267944924	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root685	0.18684673029454174	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root68	0.06751726095137106	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root695	0.06807009226359137	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root720	0.05532422557333006	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root77	0.00806597674880747	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root83	0.0561720676612585	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
Root935	0.08888812578638994	g5_c17	gifu	mixed	non-native	5	c17	competition	gifu_mixed
LjNodule218	0.019124738280452396	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
LjRoot1	0.05650528768900027	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
LjRoot222	0.12299288789763253	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
LjRoot262	0.024863285380233986	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
LjRoot33	0.042837484256265	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
LjRoot44	0.11497102206956138	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
LjRoot46	0.0486178439571726	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
LjRoot52	0.061195035328997165	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
LjRoot59	0.024107862496794884	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
LjRoot72	0.1278631397934903	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
LjRoot80	0.015078660553447077	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
LjRoot82	0.09598694656797147	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root123D2	0.05429341503436252	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root1310	0.051570618030919176	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root142	0.029864200221781746	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root265	0.02299571388040895	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root29	0.10189590722902687	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root418	0.05243588190003868	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root480	0.024278397279825746	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root61	0.07916531683105707	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root685	0.16087511163109777	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root68	0.05188661908114659	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root695	0.07865976110288764	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root77	0.02164523234793571	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root83	0.06155105007264889	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
Root935	0.10335604241877834	g5_c18	gifu	mixed	non-native	5	c18	competition	gifu_mixed
LjNodule218	0.0328696044049512	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
LjRoot1	0.15752021968757743	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
LjRoot222	0.15990066994926547	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
LjRoot262	0.025424980736810227	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
LjRoot33	0.06858079451743909	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
LjRoot44	0.05255897789402123	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
LjRoot46	0.13389554127696596	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
LjRoot52	0.14408638616924077	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
LjRoot59	0.03280807407021264	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
LjRoot72	0.19194116793201768	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
LjRoot80	0.0504004060353673	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
LjRoot82	0.07675422715400339	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
Root123D2	0.07411255280276362	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
Root1310	0.06628001578831758	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
Root265	0.05167692679515919	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
Root418	0.060723051657780386	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
Root480	0.010495583314278203	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
Root61	0.04568300740885685	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
Root685	0.07412712896000587	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
Root68	0.016511432550142667	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
Root695	0.07941889720308047	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
Root77	0.06597998787939019	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
Root83	0.06209067914962558	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
Root935	0.06838966791313332	g5_c19	gifu	mixed	non-native	5	c19	competition	gifu_mixed
LjNodule218	0.02780698714085891	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
LjRoot1	0.18621146605628838	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
LjRoot222	0.13373190453018885	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
LjRoot262	0.03440207327730542	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
LjRoot33	0.11275238848209042	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
LjRoot44	0.07470558383021603	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
LjRoot46	0.09152623973132117	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
LjRoot52	0.01680579012289803	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
LjRoot59	0.023644678578107634	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
LjRoot72	0.12332020889287269	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
LjRoot80	0.058603986310885654	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
LjRoot82	0.06191140055587688	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
Root123D2	0.05413452592518556	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
Root1310	0.040766320709313145	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
Root265	0.02053382601486587	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
Root418	0.020342449361243804	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
Root480	0.03731575289875002	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
Root61	0.049287196551829365	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
Root68	0.10112077416876349	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
Root695	0.0669853473840123	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
Root77	0.029017347143198705	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
Root83	0.09648884042612359	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
Root935	0.09062787553547395	g5_c20	gifu	mixed	non-native	5	c20	competition	gifu_mixed
Root101	0.5621625242829613	g0_at	none	at	input	0	at	generation	none_at
Root123D2	0.054617328782683	g0_at	none	at	input	0	at	generation	none_at
Root1310	0.22848220724963159	g0_at	none	at	input	0	at	generation	none_at
Root131	0.8550692683457483	g0_at	none	at	input	0	at	generation	none_at
Root142	0.4977156351747923	g0_at	none	at	input	0	at	generation	none_at
Root265	0.1014809382363284	g0_at	none	at	input	0	at	generation	none_at
Root29	0.5088083186124401	g0_at	none	at	input	0	at	generation	none_at
Root418	1.0370935653256295	g0_at	none	at	input	0	at	generation	none_at
Root480	0.39884665148434034	g0_at	none	at	input	0	at	generation	none_at
Root61	0.20555204088154136	g0_at	none	at	input	0	at	generation	none_at
Root685	0.4917802864526751	g0_at	none	at	input	0	at	generation	none_at
Root68	0.405344768524986	g0_at	none	at	input	0	at	generation	none_at
Root695	0.2250274500193498	g0_at	none	at	input	0	at	generation	none_at
Root720	0.4598284519542055	g0_at	none	at	input	0	at	generation	none_at
Root77	0.472581661704355	g0_at	none	at	input	0	at	generation	none_at
Root83	0.5731686336357955	g0_at	none	at	input	0	at	generation	none_at
Root935	0.6587220525117183	g0_at	none	at	input	0	at	generation	none_at
Root101	0.5414596862646235	g0_at1	none	at	input	0	at1	generation	none_at
Root123D2	0.04854616975042819	g0_at1	none	at	input	0	at1	generation	none_at
Root1310	0.22272791319927318	g0_at1	none	at	input	0	at1	generation	none_at
Root131	0.8425073005038589	g0_at1	none	at	input	0	at1	generation	none_at
Root142	0.5025456606688563	g0_at1	none	at	input	0	at1	generation	none_at
Root265	0.11001906443370502	g0_at1	none	at	input	0	at1	generation	none_at
Root29	0.5134324051738188	g0_at1	none	at	input	0	at1	generation	none_at
Root418	1.0344699989129051	g0_at1	none	at	input	0	at1	generation	none_at
Root480	0.3864695702248798	g0_at1	none	at	input	0	at1	generation	none_at
Root61	0.2154397684269225	g0_at1	none	at	input	0	at1	generation	none_at
Root685	0.4531714827867048	g0_at1	none	at	input	0	at1	generation	none_at
Root68	0.40392267491233286	g0_at1	none	at	input	0	at1	generation	none_at
Root695	0.23428858690756987	g0_at1	none	at	input	0	at1	generation	none_at
Root720	0.4438553013117763	g0_at1	none	at	input	0	at1	generation	none_at
Root77	0.4687550172830485	g0_at1	none	at	input	0	at1	generation	none_at
Root83	0.5775469578697002	g0_at1	none	at	input	0	at1	generation	none_at
Root935	0.6549131584147503	g0_at1	none	at	input	0	at1	generation	none_at
Root101	0.5515181783884056	g0_at2	none	at	input	0	at2	generation	none_at
Root123D2	0.06406267631967572	g0_at2	none	at	input	0	at2	generation	none_at
Root1310	0.28299363914384135	g0_at2	none	at	input	0	at2	generation	none_at
Root131	0.8612699426733261	g0_at2	none	at	input	0	at2	generation	none_at
Root142	0.5186569418643845	g0_at2	none	at	input	0	at2	generation	none_at
Root265	0.13780691822630972	g0_at2	none	at	input	0	at2	generation	none_at
Root29	0.5144298830250087	g0_at2	none	at	input	0	at2	generation	none_at
Root418	1.0429222448198359	g0_at2	none	at	input	0	at2	generation	none_at
Root480	0.40264865332214983	g0_at2	none	at	input	0	at2	generation	none_at
Root61	0.21230788515158178	g0_at2	none	at	input	0	at2	generation	none_at
Root685	0.5032234397682402	g0_at2	none	at	input	0	at2	generation	none_at
Root68	0.4103920864481559	g0_at2	none	at	input	0	at2	generation	none_at
Root695	0.2424992114210106	g0_at2	none	at	input	0	at2	generation	none_at
Root720	0.4536766525258044	g0_at2	none	at	input	0	at2	generation	none_at
Root77	0.48395945744243896	g0_at2	none	at	input	0	at2	generation	none_at
Root83	0.5745087391734008	g0_at2	none	at	input	0	at2	generation	none_at
Root935	0.6604840932051862	g0_at2	none	at	input	0	at2	generation	none_at
Root101	0.5599499848641265	g0_at3	none	at	input	0	at3	generation	none_at
Root123D2	0.05786889006575627	g0_at3	none	at	input	0	at3	generation	none_at
Root1310	0.23534240550194255	g0_at3	none	at	input	0	at3	generation	none_at
Root131	0.8410544522656657	g0_at3	none	at	input	0	at3	generation	none_at
